吖 吩吟
完 惋宛婉宪玩碗蜿园远元腕
宛 惋婉宪寇窄扈完碗蜿宽腕
顽 预页领贡顿顺烦须灭
预 顿顽烦
烦 预页领贡顿顺须顽灭
顿 预顽烦
烷 煊
煊 烷
蜿 惋宛婉宪完碗腕
惋 姹宛晚婉宪完碗蜿豌腕
豌 姹惋晚婉
琴 狂王班瑟互五枉斑
驻 位往住主注柱秃堆觅推维准伉立隹疒
煨 熄
熄 煨息
闱 郓
郓 闱
惟 难缠统唯雏维
魏 孚爰冀槐魄魂魁巍鬼季妥萎瑰愧受委魔翼
诿 谖
谖 诿
偎 嗯畏喂
闻 闷姿问阌
阌 闷姿闻问
姿 阒烫奖闷次羡阂闻问冥咨阕资阌
闷 闲闭闪闯门姿闻问阔阌
翁 翕
翕 翁
蜗 渭蝎涓涡蜴渴淠
蝎 蜗蜴
蜴 蜗蝎
龊 龃龌龉氇
龉 龊龃龌氇
乌 均钧匀
匀 乌均钓约勾沟趵钧的灼勺钩
语 吾捂吞晤栖梧百柘酉悟矿西否
捂 吾语吞梧百酉悟矿西否
悟 吾语捂吞晤哂栖梧晒唔百柘酉矿西否
误 籍炅吴因昊藉员娱足
娱 籍炅吴因误昊藉员足
仵 攸
攸 仵
妩 妪
侮 霉每海梅悔徉晦佯诲
佯 海梅侮悔徉晦诲
徉 海梅侮悔晦佯诲
牾 哂栖洒牺晒
牺 牾哂栖洒晒
舞 羲
羲 舞
骛 瑜婺鹜
鹜 瑜骛婺
瑜 前鹜剪俞输养愉偷斧榆骛愈喻
惜 若腊鹊昔苫错借茵苗苜措蜡莒猎茗茴苕者苦苔茜
硒 砧
砧 硒
粞 粘沾
粘 黏钻玷贴占战帖站粞沾
熹 储僖嬉奢喜啬嘻
媳 勰
勰 媳
屣 腴
腴 屣
饩 屹
屹 迄饩艺乙亿乞忆
佚 侠
帻 帙狭
帙 狭帻
瑕 嗖璎霞瞍遐假啜嘤逢逯逸暇遛通
璎 瑕
纤 千迁纸
纸 底抵氐邸低纤氏
箱 枷架想相柏湘霜厢
攘 嚷镱镰壤瓤镶囊镳
像 偬彖橡很象
捎 硝霄肖消梢稍券尚哨悄销
稍 硝霄肖消梢捎券尚哨悄销
硝 霄肖消梢捎稍券尚哨悄销
偕 谐揩锴楷喈循
循 偕
鞋 靴
靴 鞋
械 栽栈
栽 输栈载暖械
栈 浅钱饯溅践贱线栽械
瀣 濯
濯 瀣
宰 变宴辟辣辞瓣辛妄辩避交享卒辨妾辫
辣 变辟辞瓣宰辛妄辩避交享卒辨妾辫
折 析颀近肷欣晰斩崭掀拆浙哲斤断听
荆 型刑廷形刊延
形 荆型刑廷开刊延
熊 恁崽
锈 秀侪诱透仿乔绣彷豸
诱 秀侪透仿锈乔绣彷豸
侦 徙颅倾须
墟 堙堰
堰 墟堙
堙 墟堰
懦 需霄蠕孺雳儒嚅濡霁
孺 需霄蠕懦雳儒嚅濡霁
濡 需霄蠕懦孺雳儒嚅霁
缜 续
煦 照
照 昭沼煦召诏招
玄 衣弦舷眩
衣 玄弦舷眩
舷 玄衣弦眩
眩 玄衣弦舷
旋 旅放族
族 旅放旋
榨 楦诠论诈
鲰 鲟缨缎
巽 舆
舆 巽
脏 稚桩雅
揸 掩挂淹
颜 高离席彦谚帝旁商育廊斋庸
唁 喑暗
宴 宰
秧 奂夹英央唤殃夷映泱涣换秩焕
映 啧奂夹英央咦唤殃夷泱涣换睫秧焕
殃 奂夹英央唤夷映泱涣换秧焕
秩 秧
鲜 详洋竖鲸群鳅坚样羊梅年鱼鳍祥鲇
赐 惕扬构杓杩杨禺囫胃畀踢汤杼囿易锡呙剔场界
炀 灼
灼 均钓约匀勾沟趵的勺炀钩
爻 肢支枝技友岐歧鼓
友 肢支爻枝技岐歧鼓
支 肢爻枝技友岐歧鼓
谣 插遥遁逶凿瑶遄韬摇
凿 遥摇谣
瑶 插遥遁逶谣遄韬摇
沓 杳杏奋
耶 勇聊
冶 怡治始苔抬胎台
治 怡冶始苔抬胎台
顺 页贡顽烦须领灭
魇 腼靥
咦 映啧睫
馈 速遣篑匮遗聩愦溃遭逮遘
导 吼异册孔
孔 吼导异册
驿 择泽绎诨诤译
峄 峰峥
怿 恽
恽 怿
翌 亟盈孟
胭 烟吴因咽困员只囚足
烟 胭吴因咽困员只囚足
展 隐腿碾辗
赝 齑廖膏腐膺鹰
颍 颖
颖 颍
踊 鹭踯
犹 狁
狁 犹
斜 汆徐佘涂籴途氽余叙除
叙 汆徐斜佘涂籴途氽余除
徐 汆斜佘涂籴途氽余叙除
除 汆徐斜佘涂籴途氽余叙
鳅 鲸竖坚秋揪愁鲜鱼鳍鲇
鳍 鲸竖鳅坚鲜鱼鲇
鲸 竖鳅坚鲜鱼鳍鲇
输 前剪俞瑜养愉偷载斧暖榆栽愈喻
翻 羽翱邛翩玛翅翘翔翠邶邳
翅 羽翱邛翩玛翘翔翠邶翻邳
翠 翱萃卒翻悴妾瘁辛娈翘翔碎孪邶醉玛变邛翅粹率翩享羽邳
雾 霆雪霎甭雷雹两霜丽雨
雷 霆雪霎甭雹雾两霜丽雨
雪 霆灵霎甭寻扫雷雹雾两霜丽雨
津 史律串申聿曳扩吏
卸 鸬鸺躬豹御倜
欲 俗裕浴袷
陨 胁炅吴因损协昊员足
原 餍愿蜃源
背 肓脊膊朋脯月育冈
昨 氖乍唑氕炸伧嗟氘伦作睑呛咋诈
踏 遣糟遭遗蹋遘
铡 兵侧则测
之 呱芝乏哌泛眨辶
贴 黏钻玷砖战占帖粘洒站沾
帖 黏钻玷贴砖战占粘洒站沾
赡 儋貂檐貉谵瞻詹
谵 儋貂檐貉赡瞻詹
辗 碾展隐
碾 辗展隐
彰 璋樟障章娈蟑孪率獐
獐 幛璋樟障章娈蟑孪率彰
璋 樟障章娈蟑孪率彰獐
幛 獐
杖 仲仗件舛
辄 轾
轾 辄
躇 若堵昔煮苫赌都茵苗苜储猪署诸莒绪茗茴暑睹苕者苦苔茜
诊 珍趁玢
焉 亚玉丕证政歪症亘正至惩征
致 亚豆玉侄倒丕窒政到玫亘正至巫
辶 芝乏之泛
芝 乏之泛辶
枝 肢爻支技友岐歧鼓
歧 肢爻支枝技友岐鼓
岐 肢爻支枝技友歧鼓
识 职织因枳帜只囚
织 职识因枳帜只囚
枳 职识织因帜只囚
帜 职识织因枳只囚
殖 植奎置查直值
竺 挫座坐
坐 挫竺座
堆 驻位往住注柱秃觅推维准伉隹
磁 兹铉糍衾铱食慈滋
羡 阒烫奖阂姿冥咨阕资
缁 锱活淄辎
辎 锱活淄缁
棕 踪宋淙宗综崇
淙 踪宋棕宗综崇
陡 走灰起趋越趟超卖徒趣
粹 变瘁辛娈碎享萃孪醉翠悴妾率卒
悴 变瘁辛娈碎享萃粹孪醉翠妾率卒
篡 繁纂
坐座 微做敫傲
夭 袄妖沃跃
袄 妖沃跃夭
沃 袄妖跃夭
跃 袄妖沃夭
妖 袄沃跃夭
尧 绕浇烧挠饶
饶 绕浇烧尧挠
绕 浇烧尧挠饶
浇 绕烧尧挠饶
挠 绕浇烧尧饶
烧 烤绕伙谈浇炎火焚灾淡尧煤挠饶灭
舀 稻蹈
稻 舀韬蹈滔
蹈 舀韬稻滔
也 驰施弛
弛 驰施也
亦 峦变迹奕弈蛮恋
弈 峦变迹奕亦蛮恋
永 咏泳脉
咏 永泳脉
脉 永咏泳
尤 优龙忧
忧 优尤龙
龙 茏垄优笼庞宠拢尤忧
由 柚邮油笛迪庙袖抽
油 由柚邮笛迪庙袖抽宙
邮 由柚油笛迪庙袖抽宙
抽 由柚邮油笛迪庙袖
袖 由柚邮油笛迪庙抽
柚 由邮轴油笛岫迪庙袖舳抽
又 杈权
元 完玩远园
园 玩完远元
云 芸运动耘
动 力耘云芸励砺劝历边厉枥功沥劫运
耘 云芸动运
赞 潜替攒
攒 潜替赞
斩 析近暂晰崭折拆浙哲斤渐断听
崭 析近暂晰斩折拆浙哲斤渐断听
占 黏钻玷贴战粘帖站沾
战 黏钻玷贴占粘帖站沾
黏 钻玷贴占战粘帖站沾
玷 黏钻贴占战粘帖站沾
钻 黏玷贴占战粘帖站沾
召 昭沼诏照招
招 昭沼召诏照
诏 昭沼召照招
兆 窕眺逃佻桃跳挑
趁 诊珍
止 趾址扯上企耻让肯
舟 舰航
航 炕抗舟杭舰
舰 舟航
朱 珠株
珠 朱株
状 壮妆
婥 倬悼棹掉桌焯卓绰淖
焯 倬悼棹掉婥桌卓绰淖
半 叛判拌伴绊
伴 叛判半胖拌绊
拌 叛判半胖伴绊
绊 叛判半胖拌伴
叛 判半拌畔衅伴绊
判 叛半拌畔衅伴绊
秋 愁揪鳅
愁 揪秋鳅
刃 仞忍
勺 均钓约匀勾沟趵的灼钩
少 妙炒纱抄沙吵
妙 炒少纱抄沙吵
纱 妙炒少抄沙吵
抄 妙炒少纱沙吵
沙 妙炒少纱抄吵
吵 妙炒少纱抄沙
炒 妙少纱抄沙吵
生 姓性星
性 姓生星
氏 底抵氐邸低纸
氐 底抵邸低纸氏
式 试拭轼
轼 式试拭
寿 涛畴踌筹俦铸祷
祷 涛畴寿踌筹俦铸
殳 投般设没股役
役 投般殳设没股
般 投殳设没股役
设 投般殳没股役
叔 督椒淑
亡 茫忙虻盲芒氓
忙 茫亡虻盲芒氓
氓 茫亡忙虻盲芒
韦 苇讳伟韬纬违
苇 韦讳伟韬纬违
讳 苇韦伟韬纬违
我 娥峨鹅
献 现
寻 灵扫雪
扫 寻灵雪
跨 挎夸垮污胯
乐 烁砾
烁 乐砾
力 励砺历边动厉沥劫枥
撩 了镣潦燎嘹
了 镣潦燎撩嘹
镣 了潦燎撩缭瞭嘹
列 例咧裂冽烈
烈 例列咧裂冽
裂 例列咧冽烈
鉴 监临篮蓝
嶙 麟磷粼鳞
粼 嶙麟磷鳞
磷 粼嶙麟鳞
麟 粼嶙磷鳞
鳞 粼嶙麟磷
令 岭妗贪邻翎伶铃拎玲今冷吟怜念龄领
邻 岭妗贪翎伶铃拎玲今冷令吟怜念龄领
岭 邻伶铃拎玲冷令怜龄领
玲 岭妗贪邻翎伶铃拎今冷令吟怜念龄领
拎 岭妗贪邻翎伶铃玲今冷令吟怜念龄领
留 瘤遛溜榴
罗 逻萝箩锣
箩 萝逻锣罗
马 妈驮骂驰驼驱吗
驼 马妈驮骂驰驱吗
驮 马妈骂驰驼驱吗
骂 马妈驮器咒哭驰驼驱吗嚣
毛 毫毡毯
毡 毫毛毯
毯 毫毛毡
每 霉海梅侮晦悔诲
霉 每海梅侮晦悔诲
门 闷闲闭闪闯阔
闲 闷闭闪闯门阔
闭 闷闲闪闯门阔
闪 闷闲闭闯门阔
米 眯继断迷
木 沐框栖柩林村柄材
内 肉纳呐柄
纳 肉呐内柄
女 要耍妥
奇 椅畸骑寄绮崎倚
倚 椅畸骑奇漪寄绮崎掎犄旖
骑 椅畸奇寄绮崎倚
寄 椅畸骑奇绮崎倚
契 揳楔
揳 契楔
千 纤迁
欠 饮次欣炊砍低软坎欢吹
次 饮欣炊资砍欠低咨软姿坎欢吹
软 饮次欣炊砍欠低坎欢吹
砍 饮次欣炊欠低软坎欢吹
哥 歌
歌 哥
更 梗硬便
瓜 爬孤抓弧狐爪
爪 瓜爬孤抓弧狐
官 管馆棺
馆 管官棺
管 官馆棺
棺 管官馆
广 旷矿
旷 广矿
魄 鬼魅瑰魂愧魔槐魏魁
魂 鬼魄魅瑰愧魔槐魏魁
魁 斗斟科鬼抖魄魅瑰魂愧料魔槐魏
亥 核刻咳该
该 核刻亥咳
核 该刻亥咳
咳 核该刻亥
刻 核该亥咳
火 烤伙谈炎焚烧灾煤淡灭
伙 烤谈炎火焚烧灾煤淡灭
谈 烤伙炎火焚烧灾煤淡灭
几 讥饥肌凯
加 架驾
驾 架加
兼 廉嫌赚歉谦
歉 廉嫌赚兼谦
赚 廉嫌兼歉谦
嫌 廉赚兼歉谦
建 键毽腱健
毽 键腱建健
腱 毽键建健
僵 蜷疆倦
疆 蜷僵倦
今 妗贪邻翎伶铃拎玲冷令吟念怜领
妗 贪邻翎伶铃拎玲今冷令吟念怜领
翎 妗贪邻伶铃拎玲今翩冷令翘吟翔念怜领
斤 析近晰斩崭折拆浙哲断听
哲 析近晰斩崭折拆浙斤断听
敬 儆警擎
警 儆擎敬
诀 块决快缺
决 缺快块诀
军 车辉晖浑挥晕
晕 辉晖军浑挥
君 裙群
峻 唆俊焌逡浚骏梭悛竣
俊 唆焌逡浚骏梭峻悛竣
骏 唆俊焌逡浚梭峻悛竣
竣 唆俊焌逡浚骏梭峻悛
浚 唆俊焌逡骏梭峻悛竣
悛 唆俊焌逡浚骏梭峻竣
焌 唆俊逡浚骏梭峻悛竣
开 型刑迸形饼拼并
亢 炕坑抗吭
敖 赘熬遨傲
佰 缩宿
宿 佰缩
办 苏协胁
协 办胁损陨苏
暴 曝爆瀑
卑 脾碑牌
牌 脾碑卑
本 笨体
必 密秘蜜
秘 密蜜必
并 迸开饼拼
拼 迸开饼并
饼 迸开拼并
礴 缚博搏傅薄
卜 仆扑赴朴补
仆 扑赴朴补卜
不 怀丕歪坏环否
坏 怀丕还歪不环否
环 怀丕还歪不坏否
怀 丕还歪不坏环否
部 剖陪倍赔培
剖 陪倍部赔培
参 渗掺惨
惨 渗掺参
辰 晨震唇振辱
晨 震辰唇振辱
震 晨辰唇振辱
辱 晨震辰唇振
虫 独浊蛋蚕
独 虫蚕浊蛋
浊 虫蚕独蛋
刍 煞皱邹
从 丛枞纵众
丛 从枞纵众
纵 从枞丛众
众 从枞丛纵
枞 从丛纵众
寸 守衬时才过付讨财对村材
守 衬寸时才过付字讨财宇对村材
衬 守寸时才过付讨财对村材
当 铛档挡
挡 铛档当
档 铛挡当
丁 盯钉打叮订
订 丁盯钉打叮
钉 丁盯打叮订
叮 丁盯钉打订
打 丁盯钉叮订
斗 斟科抖料魁
科 斗斟抖料魁
料 斗斟科抖魁
尔 你猕弥
你 称猕尔弥
弥 你猕尔
反 版返板饭
版 返饭板反
方 妨仿纺访旅防
防 妨方仿纺访旅
访 妨方仿纺旅防
妨 方仿纺访旅防彷
纺 妨方仿访旅防
旅 妨方仿纺旋访放防族
奉 捧棒
棒 碟蝶奉捧
捧 棒碟蝶奉
夫 肤扶
弗 佛拂沸
甫 圃捕匍敷脯哺膊搏辅蒲铺埔
辅 甫圃捕匍敷脯哺膊搏蒲铺埔
甘 甜柑钳
钳 甘甜柑
甜 甘柑钳
柑 甘甜钳
婵 蝉箪掸殚惮禅
掸 蝉箪婵殚惮禅
颁 颀硕颔颌颐
硕 颀颔颌颐颁
颐 颀硕颔颌颁
妲 怛袒
怛 袒妲
秕 庇蚍毗毖砒枇妣纰
砒 庇蚍毗毖秕枇妣纰
烩 荟侩桧刽
岫 轴柚舳
轴 柚岫舳
舳 轴柚岫
揩 谐锴偕楷喈
喈 谐揩锴偕楷
戢 缉辑楫
辑 缉戢楫
犄 畸漪绮崎倚掎旖
劼 诘拮枯桔
聩 篑匮愦溃馈
愦 篑匮溃聩馈
怠 殆怡饴骀贻
殆 怡怠饴骀贻
骀 殆怡怠饴贻
饴 殆怡怠骀贻
怡 殆怠冶治饴始苔骀贻抬胎台
贻 殆怡怠饴骀
罐 灌
灌 罐
囊 嚷攘壤瓤镶
瓤 嚷攘壤镶囊
藻 操噪臊澡燥躁
尊 遵奠蹲樽
蹲 遵尊樽奠
奠 遵尊樽蹲
攀 撑掌拳
想 相湘箱厢
埔 甫圃捕匍辅蒲铺哺
车 辉军晖浑挥
告 靠梏诰鹄浩皓
皓 靠梏诰鹄浩告
牙 呀芽讶雅
亭 婷停
舌 括活乱话刮
会 侩脍
脍 侩会
争 净静挣狰峥筝铮诤
狰 净静挣峥争筝铮诤
尉 慰熨蔚
熨 慰尉蔚
滔 稻蹈韬
饯 浅钱溅践贱线栈
台 怡冶治始苔抬胎
抬 怡冶治始苔胎台
胎 怡冶治始苔抬台
始 怡冶治苔抬胎台
哭 嚣骂器咒
咒 器哭骂嚣
上 止址扯企让肯
十 计什叶针汁
什 计十叶针汁
计 十什叶针汁
叶 计十什针汁
汁 计汗十什叶针
弓 湾引弯
引 湾张弯弓
弯 湾引弓
公 讼松
讼 公松
乙 迄艺屹亿乞忆
乞 迄艺屹乙亿忆
艺 迄屹乙亿乞忆
忆 迄艺屹乙亿乞
亿 迄艺屹乙乞忆
唐 塘糖搪
糖 塘唐搪
称 你
品 晶
晶 品
庆 厌
厌 庆
熟 塾热
热 熟塾
塾 熟热
帅 师
师 帅
蠕 孺濡嚅懦
嚅 蠕懦孺濡
忻 坎沂昕斫
沂 忻坎昕斫
斫 忻沂坎昕
踝 稞窠裸
圩 盱纡吁
纡 盱吁圩
谮 僭
婺 骛鹜
摭 遮
肄 肆
肆 肄
祛 怯
怯 仙祛劫讪
卌 卅
卅 卌
蛰 蜇
蜇 蛰
阵 陈
陈 阵
伐 代
代 伐贷货袋
灿 仙
仙 怯劫灿讪
找 戏
戏 找
袋 代货贷
叭 趴扒
护 庐炉
请 情精清晴睛
肚 杜吐
劝 动功
功 动劝
浪 酿娘狼良粮
义 蚁议仪
铛 档挡当
魅 魂魄魁
衅 叛判畔
畔 衅叛判
息 熄
姆 拇母
母 拇姆
胖 伴拌绊
忖 对讨村
载 输暖栽
耐 惴阅悦
媚 搀眉馋
讪 仙劫怯
势 执挚
执 挚势
耽 枕忱眈
忱 耽枕眈
瞭 嘹缭镣
购 构够狗
放 旅旋族
州 渊洲
岷 民眠泯
民 岷眠泯
殊 铢
丞 承
承 丞
巍 翼冀魏
翼 冀魏巍
冀 翼魏巍
尝 偿赏裳
偿 尝赏裳
